How religion became entwined with politics,https://news.google.com/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50LzNhY2Q0NGYzLWNlYmEtNDFkMi1hZGQ5LTVlNTJlMGYyOWM4ZdIBAA?hl=en-IN&gl=IN&ceid=IN%3Aen ,,,
Did Congress ‘give away’ Katchatheevu island to Sri Lanka?,https://news.google.com/articles/CBMic2h0dHBzOi8vaW5kaWFuZXhwcmVzcy5jb20vYXJ0aWNsZS9leHBsYWluZWQvZXhwbGFpbmVkLXBvbGl0aWNzL2thdGNoYXRoZWV2dS1pc2xhbmQtbW9kaS1uZWhydS1jb25ncmVzcy1kbWstOTI0Mjk4NS_SAXhodHRwczovL2luZGlhbmV4cHJlc3MuY29tL2FydGljbGUvZXhwbGFpbmVkL2V4cGxhaW5lZC1wb2xpdGljcy9rYXRjaGF0aGVldnUtaXNsYW5kLW1vZGktbmVocnUtY29uZ3Jlc3MtZG1rLTkyNDI5ODUvbGl0ZS8?hl=en-IN&gl=IN&ceid=IN%3Aen ,,,
Police tighten security ahead of INDIA bloc rally against Kejriwal's arrest,https://news.google.com/articles/CBMiigFodHRwczovL3d3dy5idXNpbmVzcy1zdGFuZGFyZC5jb20vcG9saXRpY3MvcG9saWNlLXRpZ2h0ZW4tc2VjdXJpdHktYWhlYWQtb2YtaW5kaWEtYmxvYy1yYWxseS1hZ2FpbnN0LWtlanJpd2FsLXMtYXJyZXN0LTEyNDAzMzEwMDA3N18xLmh0bWzSAY4BaHR0cHM6Ly93d3cuYnVzaW5lc3Mtc3RhbmRhcmQuY29tL2FtcC9wb2xpdGljcy9wb2xpY2UtdGlnaHRlbi1zZWN1cml0eS1haGVhZC1vZi1pbmRpYS1ibG9jLXJhbGx5LWFnYWluc3Qta2Vqcml3YWwtcy1hcnJlc3QtMTI0MDMzMTAwMDc3XzEuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen ,,,
U.S. Politics,https://news.google.com/articles/CBMiKGh0dHBzOi8vd3d3Lm55dGltZXMuY29tL3NlY3Rpb24vcG9saXRpY3PSAQA?hl=en-IN&gl=IN&ceid=IN%3Aen ,,,
Love & politics,https://news.google.com/articles/CBMiR2h0dHBzOi8vdGltZXNvZmluZGlhLmluZGlhdGltZXMuY29tL2Jsb2dzL3RvaS1lZGl0b3JpYWxzL2xvdmUtcG9saXRpY3Mv0gFHaHR0cHM6Ly90aW1lc29maW5kaWEuaW5kaWF0aW1lcy5jb20vYmxvZ3MvdG9pLWVkaXRvcmlhbHMvbG92ZS1wb2xpdGljcy8?hl=en-IN&gl=IN&ceid=IN%3Aen ,,,
Why America’s political parties are so bad at winning elections | Mint,https://news.google.com/articles/CBMidWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9wb2xpdGljcy93aHktYW1lcmljYS1zLXBvbGl0aWNhbC1wYXJ0aWVzLWFyZS1zby1iYWQtYXQtd2lubmluZy1lbGVjdGlvbnMtMTE3MTE2MTAyMDE4MzUuaHRtbNIBeWh0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9wb2xpdGljcy93aHktYW1lcmljYS1zLXBvbGl0aWNhbC1wYXJ0aWVzLWFyZS1zby1iYWQtYXQtd2lubmluZy1lbGVjdGlvbnMvYW1wLTExNzExNjEwMjAxODM1Lmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen ,,,
For many film stars in Tamil Nadu,,https://news.google.com/articles/CBMiigFodHRwczovL3RpbWVzb2ZpbmRpYS5pbmRpYXRpbWVzLmNvbS9jaXR5L2NoZW5uYWkvZm9yLW1hbnktZmlsbS1zdGFycy1pbi10YW1pbC1uYWR1LXBvbGl0aWNzLW1heS1oYXZlLWxvc3QtYWxsdXJlL2FydGljbGVzaG93LzEwODg4NDkzNy5jbXPSAY4BaHR0cHM6Ly90aW1lc29maW5kaWEuaW5kaWF0aW1lcy5jb20vY2l0eS9jaGVubmFpL2Zvci1tYW55LWZpbG0tc3RhcnMtaW4tdGFtaWwtbmFkdS1wb2xpdGljcy1tYXktaGF2ZS1sb3N0LWFsbHVyZS9hbXBfYXJ0aWNsZXNob3cvMTA4ODg0OTM3LmNtcw?hl=en-IN&gl=IN&ceid=IN%3Aen ,,
Bonds of loyalty: what ECI data on political funding shows | Mint,https://news.google.com/articles/CBMib2h0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9wb2xpdGljcy9ib25kcy1vZi1sb3lhbHR5LXdoYXQtZWNpLWRhdGEtb24tcG9saXRpY2FsLWZ1bmRpbmctc2hvd3MtMTE3MTE3NzY3NTA2ODEuaHRtbNIBc2h0dHBzOi8vd3d3LmxpdmVtaW50LmNvbS9wb2xpdGljcy9ib25kcy1vZi1sb3lhbHR5LXdoYXQtZWNpLWRhdGEtb24tcG9saXRpY2FsLWZ1bmRpbmctc2hvd3MvYW1wLTExNzExNzc2NzUwNjgxLmh0bWw?hl=en-IN&gl=IN&ceid=IN%3Aen ,,,
‘Eye opening’: PM Modi lashes out at Congress for giving away Katchatheevu island to Sri Lanka | Mint,https://news.google.com/articles/CBMilgFodHRwczovL3d3dy5saXZlbWludC5jb20vcG9saXRpY3MvbmV3cy9leWUtb3BlbmluZy1wbS1tb2RpLWxhc2hlcy1vdXQtYXQtY29uZ3Jlc3MtZm9yLWdpdmluZy1hd2F5LWthdGNoYXRoZWV2dS1pc2xhbmQtdG8tc3JpLWxhbmthLTExNzExODYwMzU4MzEzLmh0bWzSAZoBaHR0cHM6Ly93d3cubGl2ZW1pbnQuY29tL3BvbGl0aWNzL25ld3MvZXllLW9wZW5pbmctcG0tbW9kaS1sYXNoZXMtb3V0LWF0LWNvbmdyZXNzLWZvci1naXZpbmctYXdheS1rYXRjaGF0aGVldnUtaXNsYW5kLXRvLXNyaS1sYW5rYS9hbXAtMTE3MTE4NjAzNTgzMTMuaHRtbA?hl=en-IN&gl=IN&ceid=IN%3Aen ,,,
Govinda enters politics again after saying it was full of 'deception'. Here's what he said in 2007,https://news.google.com/articles/CBMirAFodHRwczovL3d3dy5oaW5kdXN0YW50aW1lcy5jb20vZW50ZXJ0YWlubWVudC9ib2xseXdvb2QvZ292aW5kYS1lbnRlcnMtcG9saXRpY3MtYWdhaW4tYWZ0ZXItc2F5aW5nLWl0LXdhcy1mdWxsLW9mLWRlY2VwdGlvbi1oZXJlLWlzLXdoYXQtaGUtc2FpZC1pbi0yMDA3LTEwMTcxMTYyNzkzMTI1My5odG1s0gGwAWh0dHBzOi8vd3d3LmhpbmR1c3RhbnRpbWVzLmNvbS9lbnRlcnRhaW5tZW50L2JvbGx5d29vZC9nb3ZpbmRhLWVudGVycy1wb2xpdGljcy1hZ2Fpbi1hZnRlci1zYXlpbmctaXQtd2FzLWZ1bGwtb2YtZGVjZXB0aW9uLWhlcmUtaXMtd2hhdC1oZS1zYWlkLWluLTIwMDctMTAxNzExNjI3OTMxMjUzLWFtcC5odG1s?hl=en-IN&gl=IN&ceid=IN%3Aen ,,,
